"ID",Title,Description,Guidances,images,Latitude,Longitude,Postal code,Country code
1065239,Private adventures into the hidden gems of greater Kyoto,"This special adventure offers a perfect blend of sightseeing and authentic experiences in within the cultural city of Kyoto.<br/><br/>This isn’t just a tour—it’s an unforgettable journey into Kyoto’s soul. Whether you’re a first-time visitor or a seasoned traveler, join us for an enriching experience that will leave you with lasting memories of the city’s spiritual heart. Book your tour today!<br/><br/>The price indicated is for the 6-hour sample itinerary that gives highlights in a day. We can arrange for multiple-day tours, as well as extend our destinations according to the travelers inquiry for additional booking(s) at discounted rates. <br/><br/>Please note that this is basically a walking tour, with the use of the private transport to connect to the sightseeing spots that are spread out within Kyoto!","{""guidanceTypes"":[{""id"":null,""created"":[2025,7,30,14,54,13,280224350],""guidanceType"":""GUIDED"",""languages"":[""en""],""displayLanguages"":[]},{""id"":null,""created"":[2025,7,30,14,54,13,280239300],""guidanceType"":""HEADPHONES"",""languages"":[""de"",""it"",""fr"",""es""],""displayLanguages"":[]},{""id"":null,""created"":[2025,7,30,14,54,13,280243178],""guidanceType"":""READING_MATERIAL"",""languages"":[""de"",""it"",""fr"",""es""],""displayLanguages"":[]}]}",https%3A%2F%2Fbokun.s3.amazonaws.com%2F2d35ab56-c0a7-4e23-b847-b3fb9ef3db70.jpg,,,,
1065240,"Private and Multi-day Tokyo, Mt. Fuji & Lake Kawaguchi Adventures","This special adventure creates a lifetime memories of Greater Tokyo city, Nikko, Hakone and Mt. Fuji from its best angles, in a single/multi-day plan. We also offer private Airport Transfers<br/><br/>It can be customized for a one-day tour of up to two preferred destinations or a four-day tour covering all the destinations following the sample itinerary, according to the ticket options. Also, 2–3-day tours can be arranged according to travelers' plans through direct inquiries at discounted prices.<br/><br/>A single-day adventures can offer travelers their preferences for both sightseeing and authentic experiences within the two destinations or best highlights across three destinations with our professional guides and skilled drivers who are very passionate about offering the best Tokyo experiences to travelers.<br/><br/>We also offer Nikko tours! ","{""guidanceTypes"":[{""id"":null,""created"":[2025,7,30,14,54,18,130459456],""guidanceType"":""GUIDED"",""languages"":[""en""],""displayLanguages"":[]},{""id"":null,""created"":[2025,7,30,14,54,18,130472235],""guidanceType"":""HEADPHONES"",""languages"":[""de"",""it"",""fr"",""es""],""displayLanguages"":[]},{""id"":null,""created"":[2025,7,30,14,54,18,130476668],""guidanceType"":""READING_MATERIAL"",""languages"":[""en""],""displayLanguages"":[]}]}",https%3A%2F%2Fbokun.s3.amazonaws.com%2F01f9864b-71c8-42e9-a63a-2b7eca9e0926.jpg,,,,
1071638,Private Airport Transfer & Adventure within Kyoto Nara Osaka Kobe,"We offer both private airport transfers and customized adventures from a one- to four-day excursions which cover all the destinations in the sample itinerary, depending on the selected ticket options. Also, 2–3-day tours can be arranged according to travelers' plans in through direct inquiries at discounted prices.<br/><br/>A single-day ticket(s) offers travelers' preferred sightseeing and authentic experiences in up to two cities or best highlights across three cities on the same day. For example, being picked up in Kobe, and visiting Kyoto, Uji, or Nara, before being dropped off in Osaka or returned to Kobe at the end of the tour.<br/><br/>Nature lovers can reprieve from the city bustles into tranquil nature trips, including visits to the countryside to experience authentic local lifestyles in fishing villages, farm visits to enjoy fresh produce while taking in picturesque sceneries such as Kyoto’s beautiful coast, that will create them unforgettable memories in Japan.","{""guidanceTypes"":[{""id"":null,""created"":[2025,8,13,23,14,49,550398945],""guidanceType"":""HEADPHONES"",""languages"":[""de"",""it"",""fr"",""ko"",""es""],""displayLanguages"":[]},{""id"":null,""created"":[2025,8,13,23,14,49,550406230],""guidanceType"":""GUIDED"",""languages"":[""en""],""displayLanguages"":[]},{""id"":null,""created"":[2025,8,13,23,14,49,550406997],""guidanceType"":""READING_MATERIAL"",""languages"":[""en""],""displayLanguages"":[]}]}",https%3A%2F%2Fbokun.s3.amazonaws.com%2F89e7635e-714d-49e7-8200-33378b64d7ff.jpg,34.680745,135.8188466,630-8122,JP
