"ID",Title,Description,Guidances,Latitude,Longitude,Postal code,Country code,images
832895,"Matcha, Kimono, and Tea Ceremony Experience in Tokyo","<p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">Our workshop had over 1500 guests last year. Savor our exclusive first flush matcha (highest quality rank), carefully selected from our 100&#43; matcha collection from all over Japan! Find your favorite matcha using all of your senses from our matcha collection. We also discuss the differences between Japanese and overseas matcha. They are surprisingly very different!</p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">Before the lecture begins, you will choose your favorite easy-to-wear kimono, Japanese traditional clothing. Unlike normal kimono, which takes about half an hour to put it on, our kimono are specially designed to be put on easily and quickly.</p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">During the lecture, we will learn about the difference between teas (green, black and Chinese etc.) and the important philosophy of &#34;Teaism&#34; and &#34;Tea ceremony&#34;.</p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">Following the lecture, we will experience how to prepare a beautiful bowl of matcha using traditional tea tools, and also learn the basic manners of how to drink a bowl of matcha.</p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">Let&#39;s become matcha experts through this lecture and experience!</p>","{""guidanceTypes"":[{""id"":null,""created"":[2025,11,30,11,4,40,40813750],""guidanceType"":""GUIDED"",""languages"":[""en"",""ja""],""displayLanguages"":[]}]}",35.68648976,139.7264265,160-0004,JP,https%3A%2F%2Fbokun.s3.amazonaws.com%2F013ed7c5-488c-40ca-b82b-85199690c36a.jpg
