"ID",Title,Description,Guidances,Latitude,Longitude,Postal code,Country code,images
200142,Ninja experience,"<p style=""font-size:14px;line-height:1.6;color:#57646f;margin-top:0.5em;margin-bottom:0.5em"">I will explain the ninja experience in simple English.<br />You will change into authentic ninja clothing and have a ninja experience using your senses and your body while learning about ninjas.<br />You will also be able to touch weapons actually used by ninjas and take lots of photos in studio-quality equipment.<br />There are several famous tourist spots in the vicinity, such as [Shin Sekai] and [Abeno Harukas], which is Japan’s tallest commercial building.</p>","{""guidanceTypes"":[{""id"":null,""created"":[2019,8,8,19,45,3,72000000],""guidanceType"":""GUIDED"",""languages"":[""en"",""ja""]}]}",34.6491563,135.5040029,557-0002,JP,http%3A%2F%2Fbokun.s3.amazonaws.com%2Fd25a0966-689d-4469-b3b9-8b09f50d2dc8.jpg
