"ID",Title,Description,Guidances,Latitude,Longitude,Postal code,Country code,images
815681,Asageshiki早朝トレッキング＆絶景の野点プラン,"<p style=""font-size:14px;line-height:1.6;color:#57646f;margin-top:0.5em;margin-bottom:0.5em"">広島駅から徒歩10分、約400年前より広島の城下町を守ってきた深 い歴史を持ち自然が残る鎮守の森「二葉山」を登り、絶景で朝ご はんを楽しむガイド付き早朝 ツアーです。 朝の澄んだ空気の中ガイドの案内で山道を登ると広島市内、瀬戸内 海・宮島を見渡せる絶景を見渡すことができます。広島全体の街並み から広島の復興を感じることができ、抜群なロケーションの中で 広島の地元食材を使用したツアーオ リジナルの朝食と野外で抹茶 を楽しむ野点を提供します。 ここでしか味わえない特別 な空間でリラックスした1日の始まりを 過ごしませんか&#xff1f;</p><p style=""font-size:14px;line-height:1.6;color:#57646f;margin-top:0.5em;margin-bottom:0.5em""><br /></p>","{""guidanceTypes"":[{""id"":null,""created"":[2024,4,8,4,5,42,414193000],""guidanceType"":""GUIDED"",""languages"":[""en""],""displayLanguages"":[]}]}",34.39840827,132.4763698,732-0822,JP,https%3A%2F%2Fbokun.s3.amazonaws.com%2F65c16037-1d10-4fc1-8d80-b93c4a84ea01.jpg
822180,Asageshiki広島〜二葉山の絶景と広島の歴史に触れるトレッキングツアー〜（絶景朝ごはん付き）,トレッキング ツアーで、広島の神聖な側面をご覧ください。ガイドと合流したら、朝の清々しい空気の中、双葉山へ向かいます。静かな森は自然に浸る最初の場所であり、最終的に神社、100以上の赤い鳥居、そして最後に山の頂上に落ちます.頂上からは広島市街の絶景を眺めながら、朝食やお茶を楽しみながら日光浴を楽しめます。,,34.39840827,132.4763698,,,http%3A%2F%2Fbokun.s3.amazonaws.com%2F88c9245a-cfcd-4558-bc39-948c9d0f4396.jpeg
833048,【5/4限定】～Go to forest 2025～ みどりの日限定！二葉山森林浴体験ツアー,広島駅から徒歩10分の街中にある森、二葉山。 地域のコミュニティーで整備した山道を、普段は外国人向けツアーでご案内しています。 そんなとっておきのスポットを、Asageshikiの森林浴ファシリテーター＆ガイドメンバーと一緒に歩きましょう！ 五感を研ぎ澄ますと、街中では聞こえない音が聞こえ、自然の匂いがし、木々のゆらめきを感じ、締め括りには瀬戸内の絶景と野点が待ってます。,,34.39840827,132.4763698,,,http%3A%2F%2Fbokun.s3.amazonaws.com%2F90b16b88-03e4-4be0-92d3-9b3f74446bb7.jpeg
897054,Hiroshima:Private lacquer workshop experience tour(gift included),"A workshop and lacquer experience with Hiroshima's foremost artist Naoya Takayama. He pursues Japanese beauty while exploring new ways to pass on tradition by applying the lacquering craftsmanship honed at Hiroshima Buddhist altars to the tableware we use every day. Let's get a chance to learn the origins and techniques of the traditional craft Hiroshima Buddhist altar by his instruction and have an experience of Lacquer painting! <br/><br/>About the tour instructor: Naoya Takayama <br/>He learned the traditional techniques of Kyoto lacquer painting, further refined his lacquering skills, and incorporated the roiro (wax color) technique to create highly original pieces.<br/><br/>Inheriting the skills and spirit of Kiyoshi Takayama, the founder of the company, for traditional techniques, he has received numerous awards and his works were selected as a gift at the G7 Summit. <br/><br/>Lacquerware for everyday use uses only natural materials and expresses the refined texture of lacquering.","{""guidanceTypes"":[{""id"":null,""created"":[2024,8,1,17,56,29,2682936],""guidanceType"":""GUIDED"",""languages"":[""en"",""ja""],""displayLanguages"":[]}]}",34.3916681,132.465166,730-0033,JP,https%3A%2F%2Fbokun.s3.amazonaws.com%2F6d10453b-3e7c-499d-a482-eec59aed51f5.jpg
