"ID",Title,Description,Guidances,Latitude,Longitude,Postal code,Country code,images
883346,Mt.Fuji area Tour from Shimizu Port / sedan taxi,"<p style=""font-size:14px;line-height:1.6;color:#57646f;margin-top:0.5em;margin-bottom:0.5em"">Our most popular shore excursion for cruise ship passengers who call at Shimizu Port.<br />A comfortable sedan taxi will take you to 3 popular spots concerned with Mount Fuji in 5 hours<br />(Note: If you are a party of 3, all people need to sit on the rear seat.)<br />Knowledgeable and friendly licensed English speaking guide<br />Wheelchair equipped cars are also available on your request.<br />These 3 destinations are accessible by wheelchair.<br />(Note: At Shiraito Falls, they need to view the falls from observation space for wheelchair users.) If your ship can not arrive at Shimizu Port due to bad weather, we refund you 100% of the price.<br /></p>","{""guidanceTypes"":[{""id"":null,""created"":[2022,12,17,7,0,24,506000000],""guidanceType"":""GUIDED"",""languages"":[""en""]}]}",34.9968733,138.494963,4240922,JP,http%3A%2F%2Fbokun.s3.amazonaws.com%2F9b4a1577-9c16-4560-a15f-7c275d051a81.jpeg
888802,Mt.Fuji area Tour from Shimizu Port /Small Bus ,"We can accommodate a maximum of 15 travelers per tour.<br/>By participating this tour, you can visit 3 popular spots around Mt.Fuji.<br/>Nature: <br/>Beautiful lake with Mt.Fuji view, peaceful, not touristic busy spot, Local people enjoy holiday or camp at this lake<br/>Spectacular view of Shiraito Falls & Otodome Falls, a part of Mt.Fuji World Heritage, Enjoy relaxing sound and view of falls.<br/><br/>Culture:<br/>Fujisan Hongu Sengen Shrine, a part of Mt.Fuji world Heritage, This shrine was revered for its divine virtue of quelling the eruption of Mount Fuji, and as faith in Mount Fuji spread, it came to be known as the head shrine of the more than 1,300 Sengen shrines enshrined throughout the country.<br/><br/>We can accommodate a maximum of 15 travelers per tour.<br/><br/>If you have some wheelchairs or strollers, please let us know about the number and the size.","{""guidanceTypes"":[{""id"":null,""created"":[2024,7,8,11,14,47,567929362],""guidanceType"":""GUIDED"",""languages"":[""en""],""displayLanguages"":[]}]}",35.009155,138.496866,424-0922,JP,https%3A%2F%2Fbokun.s3.amazonaws.com%2F48ec808c-3fdc-49f2-a112-a67800a857ec.jpg
891388,Step- Free easy going tour from Shimizu Port / Sedan Taxi,"This tour take you 3 popular spots around Shimizu. Nihondaira Plateau (Green tea field and Mt.Fuji view at Nihondaira Ocha Kaikan, Nihondaira Yume Terrace Observatory, → Ryugeji-Temple, a beautiful small temple with its famous Cycas revoluta → Miho Beach (Miho Pine Tree Grove= a part of Mt.Fuji World Heritage, Miho no Matsugara Culture & Creativity Center) You can enjoy spectacular view of Shimizu, and small familiar temple which is not touristic like temples in Kyoto ot Tokyo. We made this new tour in 2024 for guests who are not good at walking stairs, not good at long distance walk, not good at taking ropeway to visit Kunozan Toshogu Shrine. <br/><br/>Note: Though the capacity of a sedan taxi is 3 guests + a guide, we recommend this sedan taxi tour for up to 2 guests + a guide. It is small for 3 big people to sit in the rear seat. In this case, we recommend to choose our van taxi tour.<br/><br/>If you have a wheelchair or a stroller, please let us know with its size.","{""guidanceTypes"":[{""id"":null,""created"":[2024,7,15,15,56,56,212911521],""guidanceType"":""GUIDED"",""languages"":[""en""],""displayLanguages"":[]}]}",35.0090783,138.4969397,424-0922,JP,https%3A%2F%2Fbokun.s3.amazonaws.com%2F0b30cfb7-6f92-447e-8fa6-6b45a4b5a9a9.jpg
891389,Mt.Fuji area Tour from Shimizu Port /Sedan Taxi,"Spectacular nature around Mt.Fuji<br/>Lake Tanuki, One of the most popular photo spots of Mt.Fuji amond photographers. A peace ful place (not touristic place like Lake Kawaguchi where is full of foreign travelers), Local people enjoy holiday or camp.<br/><br/>Shiraito & Otodome Falls, A part of Mt.Fuji World Heritage, Enjoy relaxing time with its spectacular view and sound of the falls.<br/><br/>Culture<br/>Fujisan Hongu Sengen Shrine, a part of Mt.Fuji World Heritage. This shrine was revered for its divine virtue of quelling the eruption of Mt. Fuji, and as faith in Mt. Fuji spread, it came to be known as the head shrine of the more than 1,300 Sengen shrines enshrined throughout the country.<br/><br/>Note: Though the capacity of a sedan taxi is 3 guests + a guide, we recommend this tour for up to 2 guests + a guide. It is small for 3 big people to sit in the rear seat. In this case, we recommend to choose our van taxi tour.<br/><br/>If you have a wheelchair or a stroller, please let us know with its size.","{""guidanceTypes"":[{""id"":null,""created"":[2024,7,15,15,57,2,185001327],""guidanceType"":""GUIDED"",""languages"":[""en""],""displayLanguages"":[]}]}",35.009155,138.496866,424-0922,JP,https%3A%2F%2Fbokun.s3.amazonaws.com%2F0475b49c-0ef1-4eaf-b120-7afc924f44c0.jpg
933805,Step-Free easy going tour from Shimizu Port / Small bus,"This tour take you 3 popular spots around Shimizu. Nihondaira Plateau (Green tea field and Mt.Fuji view at Nihondaira Ocha Kaikan, Nihondaira Yume Terrace Observatory, Ryugeji-Temple, a beautiful small temple with its famous Cycas revoluta. Miho Beach (Miho Pine Tree Grove, a part of Mt.Fuji World Heritage, Miho no Matsugara Culture & Creativity Center)<br/> Our reliable licensed English guides who live in this area will guide you. They have a lot of knowledge about this area. We provide this tour by a comfortable small bus. <br/>We made this tour especially for people who are not good at walking stairs to visit Kunozan Toshogu Shrine or people who do not like taking ropeway.<br/><br/>We can accommodate a maximum of 15 travelers per tour. <br/><br/>If you have some wheelchairs or baby cars, please let us know about the number and the size.","{""guidanceTypes"":[{""id"":null,""created"":[2024,11,5,8,28,43,330846035],""guidanceType"":""GUIDED"",""languages"":[""en""],""displayLanguages"":[]}]}",35.009155,138.496866,424-0922,JP,https%3A%2F%2Fbokun.s3.amazonaws.com%2F463f269b-b7b0-4f15-88e3-413d573c5fc3.jpg
942460,Private Shizuoka Tour from Shizuoka Station / Van Taxi,"By participating this tour, you can visit 3 most popular spots around Shimizu. 1. Nihondaira Plateau (Green tea field and Mt.Fuji view at Nihondaira Ocha Kaikan, Nihondaira Yume Terrace Observatory, Spectacular view from Nihondaira ropeway) 2. Kunozan Toshogu Shrine a brilliant national treasure shrine. This beautiful shrine is for giving worship to Tokugawa Ieyasu, the first shogun of the Edo period. 3. Miho Beach (Miho Pine Tree Grove= a part of Mt.Fuji World Heritage, Miho no Matsugara Culture & Creativity Center)<br/> Our friendly English (or French) speaking guides who live in this area will guide you. They have a lot of knowledge about this area. We provide this tour by a comfortable jumbo taxis (van taxis). <br/>Regarding to the starting time, we recommend you to start earlier as possible to reduce the risk to line up for the ropeway.<br/><br/>If you have wheelchairs or strollers, please let us know about the number and the size.<br/>","{""guidanceTypes"":[{""id"":null,""created"":[2024,11,27,8,54,12,754949772],""guidanceType"":""GUIDED"",""languages"":[""fr"",""en""],""displayLanguages"":[]}]}",34.9717458,138.388898,420-0851,JP,https%3A%2F%2Fbokun.s3.amazonaws.com%2Fa374b1eb-81b3-45a6-b46a-a203a1c470d1.jpg
945244,Mt. Fuji Area Private Tour from Shizuoka Station / Sedan Taxi,"Spectacular nature around Mt. Fuji<br/>Lake Tanuki, One of the most popular photo spots of Mt. Fuji among photographers. A peace full place (not touristic place like Lake Kawaguchi where is full of foreign travelers), Local people enjoy holiday or camp.<br/><br/>Shiraito & Otodome Falls, A part of Mt. Fuji World Heritage, Enjoy relaxing time with its spectacular view and sound of the falls.<br/><br/>Culture<br/>The last stop is Fujisan Hongu Sengen Shrine, a part of Mt. Fuji World Heritage, this shrine was revered for its divine virtue of quelling the eruption of Mount Fuji, and as faith in Mount Fuji spread, it came to be known as the head shrine of the more than 1,300 Sengen shrines enshrined throughout the country.<br/><br/>Note: Though the capacity of a sedan taxi is up to 3 guests + a guide, we recommend this sedan taxi tour for up to 2 guests + a guide. It is small for 3 big people to sit in the rear seat. In this case, we highly recommend to choose our van taxi tour instead of sedan taxi tour.<br/>","{""guidanceTypes"":[{""id"":null,""created"":[2024,12,3,23,26,17,228805018],""guidanceType"":""GUIDED"",""languages"":[""fr"",""en""],""displayLanguages"":[]}]}",34.9717458,138.388898,420-0851,JP,https%3A%2F%2Fbokun.s3.amazonaws.com%2F771060c5-00cc-45d8-b870-c5e0157302ee.jpg
945245,Private Shizuoka Tour from Shizuoka Station /Small Bus,"This tour will take you to 3 most popular spots around Shimizu. 1, Nihondaira Plateau (Green tea field and Mt. Fuji view at Nihondaira Ocha Kaikan, Nihondaira Yume Terrace Observatory, Spectacular view from Nihondaira ropeway) 2, Kunozan Toshogu Shrine a brilliant national treasure shrine. This beautiful shrine is for giving worship to Tokugawa Ieyasu, the first shogun of the Edo period. 3, Miho Beach (Miho Pine Tree Grove) a part of Mt. Fuji World Heritage, Miho no Matsugara Culture & Creativity Center).<br/><br/>We can accommodate a maximum of 15 travelers per tour. <br/><br/>Regarding to the starting time, we recommend you to start earlier as possible to reduce the risk to line up for the ropeway.<br/><br/>If you have some wheelchairs or strollers, please let us know about the number and size.","{""guidanceTypes"":[{""id"":null,""created"":[2024,12,3,23,26,24,368976800],""guidanceType"":""GUIDED"",""languages"":[""fr"",""en""],""displayLanguages"":[]}]}",34.9717458,138.388898,420-0851,JP,https%3A%2F%2Fbokun.s3.amazonaws.com%2Ff98320a7-32ee-4ccb-9865-5256b126c715.jpg
949120,Private Shizuoka Tour from Shizuoka Station / Sedan Taxi,"We will take you to 3 most popular spots around Shimizu. <br/>1. Nihondaira Plateau (Green tea field and Mt.Fuji view at Nihondaira Ocha Kaikan, Nihondaira Yume Terrace Observatory, Spectacular view from Nihondaira ropeway) <br/>2. Kunozan Toshogu Shrine a brilliant national treasure shrine. This beautiful shrine is for giving worship to Tokugawa Ieyasu, the first shogun of the Edo period. <br/>3. Miho Beach (Miho Pine Tree Grove= a part of Mt.Fuji World Heritage, Miho no Matsugara Culture & Creativity Center)<br/><br/>Regarding to the starting time, we recommend you to start earlier as possible to lower the risk to line up for the ropeway.<br/><br/>Note: Though the capacity of a sedan taxi is up to 3 guests + a guide, we recommend this sedan taxi tour for up to 2 guests + a guide. It is small for 3 big people to sit in the rear seat. In this case, we highly recommend to choose our van taxi tour instead of sedan taxi tour.<br/><br/>","{""guidanceTypes"":[{""id"":null,""created"":[2024,12,10,9,7,56,10533292],""guidanceType"":""GUIDED"",""languages"":[""fr"",""en""],""displayLanguages"":[]}]}",34.9717458,138.388898,420-0851,JP,https%3A%2F%2Fbokun.s3.amazonaws.com%2Fcb0fb37d-9d45-4efc-8374-ac7bbfa9684e.jpg
949121,Mt. Fuji area Private Tour from Shizuoka Station / van taxi,"Our most popular tour to view Mt. Fuji.<br/>A comfortable van taxi (jumbo taxi) will take you to 3 popular spots concerned with Mount Fuji in 6 hours.<br/>Knowledgeable and friendly licensed English speaking guide<br/>Wheelchair equipped cars are also available on your request.<br/>These 3 destinations are accessible by wheelchair.<br/>(Note: At Shiraito Falls, they need to view the falls from observation space for wheelchair users.) <br/><br/>If you have a wheelchair or a stroller, please let us know about the size.","{""guidanceTypes"":[{""id"":null,""created"":[2024,12,10,9,8,4,854781009],""guidanceType"":""GUIDED"",""languages"":[""fr"",""en""],""displayLanguages"":[]}]}",34.9717458,138.388898,420-0851,JP,https%3A%2F%2Fbokun.s3.amazonaws.com%2F85c381aa-6a8c-424f-92d4-afa31ec913e5.jpg
959076,Mt. Fuji area Tour from Shimizu Port / Medium Bus,"We can accommodate a maximum of 25 travelers per tour.<br/>By participating this tour, you can visit 3 popular spots around Mt.Fuji.<br/>Nature: <br/>Beautiful lake with Mt.Fuji view, peaceful, not touristic busy spot, Local people enjoy holiday or camp at this lake<br/>Spectacular view of Shiraito Falls & Otodome Falls, a part of Mt.Fuji World Heritage, Enjoy relaxing sound and view of falls.<br/><br/>Culture:<br/>Fujisan Hongu Sengen Shrine, a part of Mt.Fuji world Heritage, This shrine was revered for its divine virtue of quelling the eruption of Mount Fuji, and as faith in Mount Fuji spread, it came to be known as the head shrine of the more than 1,300 Sengen shrines enshrined throughout the country.<br/><br/>NOTE:<br/>We can accommodate a maximum of 25 travelers per a medium bus. <br/><br/>You can olnly select up to 15 people on the Viator website.<br/>Please let us know the number of people in the ""special requirements"" field.<br/><br/>If you have some wheelchairs or strollers, please let us know about the number and size.","{""guidanceTypes"":[{""id"":null,""created"":[2025,1,8,5,58,55,202432353],""guidanceType"":""GUIDED"",""languages"":[""fr"",""en""],""displayLanguages"":[]}]}",35.009155,138.496866,424-0922,JP,https%3A%2F%2Fbokun.s3.amazonaws.com%2F2567f24a-ea85-46e7-a137-a29697218d54.jpg
1132657,Rental E Bike at Shizuoka Station,"Comfortable rental e-bike from JR Shizuoka Station (1 hour by bullet train from JR Tokyo Station)<br/>We can suggest some recommended courses which is suitable for your interests. (along river, along sea, green tea farm in countryside, historical shrine, e.t.c)<br/>Please NOTE: Available for riders 160 cm (5'3"") or taller","{""guidanceTypes"":[]}",34.9717458,138.388898,420-0851,JP,https%3A%2F%2Fbokun.s3.amazonaws.com%2F8561b6f2-4f1b-4947-b03b-1cfb27a449a3.jpg
