"ID",Title,Description,Guidances,Latitude,Longitude,Postal code,Country code,images
945412,Kyoto Magical Night English Tour: Gion & Fushimi Inari Shrine,"Walk beneath the glowing torii gates of Fushimi Inari and explore the timeless streets of Gion under the soft evening lights! Feel Kyoto’s enchanting nighttime atmosphere as your local guide shares hidden stories, takes stunning photos and ensures a smooth and unforgettable experience!","{""guidanceTypes"":[{""id"":null,""created"":[2025,9,26,7,55,39,580729452],""guidanceType"":""GUIDED"",""languages"":[""en""],""displayLanguages"":[]},{""id"":null,""created"":[2025,9,26,7,55,39,580737587],""guidanceType"":""READING_MATERIAL"",""languages"":[""en""],""displayLanguages"":[]}]}",35.0041129,135.7719371,605-0076,JP,https%3A%2F%2Fbokun.s3.amazonaws.com%2Ff75c9439-d26b-4f65-8694-175e7871529b.jpg
945413,Kyoto Early Bird English Tour: Fushimi Inari & Gion(Private opt),"<p style=""font-size:14px;line-height:1.6;color:#57646f;margin-top:0.5em;margin-bottom:0.5em"">Visit Kyoto’s top five sights before the crowds arrive! Explore the iconic Fushimi Inari Shrine, enjoy breathtaking views from Kiyomizu-dera Temple, and stroll through the geisha districts of Gion. Your English-speaking local guide will share Kyoto’s rich history and culture while capturing beautiful photos for lasting memories. Perfect for travelers wanting to experience Kyoto’s highlights efficiently!</p>","{""guidanceTypes"":[{""id"":null,""created"":[2025,9,26,7,52,26,488857310],""guidanceType"":""GUIDED"",""languages"":[""en""],""displayLanguages"":[]},{""id"":null,""created"":[2025,9,26,7,52,26,488868174],""guidanceType"":""READING_MATERIAL"",""languages"":[""en""],""displayLanguages"":[]}]}",34.985849,135.7587667,600-8216,JP,https%3A%2F%2Fbokun.s3.amazonaws.com%2F90ead018-8336-4d39-b59b-aab3a1cbc134.jpg
968571,Private Nara Tour and Sake Tasting (Departing from Kyoto/Nara),"Discover the best of Nara on our PRIVATE morning tour, before the popular spots get crowded! Meet the friendly deer, admire Japan’s largest Great Buddha at Todai-ji Temple, and enjoy a sake tasting to experience local flavors. Explore Japan’s first capital in a fun, relaxed, and efficient way — perfect for a half-day trip from Kyoto or Osaka!","{""guidanceTypes"":[{""id"":null,""created"":[2025,7,23,14,57,6,457693400],""guidanceType"":""GUIDED"",""languages"":[""en""],""displayLanguages"":[]},{""id"":null,""created"":[2025,7,23,14,57,6,457706280],""guidanceType"":""READING_MATERIAL"",""languages"":[""en""],""displayLanguages"":[]}]}",34.6842485,135.8275275,630-8215,JP,https%3A%2F%2Fbokun.s3.amazonaws.com%2F6701e5d8-a067-4055-b28a-645ff54b1a28.jpg
985025,"Kyoto Early Bird English Tour: Fushimi Inari, Arashiyama & Monkey","Start your morning with two of Kyoto’s most iconic sights — the peaceful torii gates of Fushimi Inari and the serene Arashiyama Bamboo Forest. By beginning early, you can experience their beauty in a calm, uncrowded atmosphere before the daytime rush. Then, visit Monkey Park, where you can feed the monkeys and enjoy breathtaking panoramic views of Kyoto. Throughout the tour, your English-speaking local guide will share fascinating stories about the city’s history and culture, capture beautiful photos, and ensure a smooth and unforgettable half-day adventure!","{""guidanceTypes"":[{""id"":null,""created"":[2025,7,23,14,56,45,975075892],""guidanceType"":""GUIDED"",""languages"":[""en""],""displayLanguages"":[]},{""id"":null,""created"":[2025,7,23,14,56,45,975310255],""guidanceType"":""READING_MATERIAL"",""languages"":[""en""],""displayLanguages"":[]}]}",34.985849,135.7587667,600-8216,JP,https%3A%2F%2Fbokun.s3.amazonaws.com%2F7a78a94d-7d3d-4e6d-b1b2-feab52072874.jpg
985280,Private Kyoto Cooking Class: Wagyu Sushi and Takoyaki in Gion,"Step into a traditional machiya in Kyoto’s historic Higashiyama district for a fun, hands-on cooking experience! Learn to make two iconic dishes: Wagyu Rolled Sushi and Takoyaki, while discovering fascinating stories about Japanese food and culture. Finish your meal on a sweet note with creamy matcha ice cream. Perfect for foodies, cultural explorers, or anyone looking for a unique Kyoto experience!","{""guidanceTypes"":[{""id"":null,""created"":[2025,4,24,12,14,31,48054999],""guidanceType"":""GUIDED"",""languages"":[""en""],""displayLanguages"":[]}]}",34.9955984,135.7795041,605-0846,JP,https%3A%2F%2Fbokun.s3.amazonaws.com%2F6880741d-600f-4177-9ac9-b59c2a4d22f1.jpg
994711,Private Tokyo Early Morning Tour with English-Speaking Guide,"Start your day by exploring Tokyo’s most popular sights before the crowds arrive! Enjoy the bustling streets of Shibuya, the peaceful grounds of Meiji Shrine, and the historic charm of Asakusa. With a private English-speaking guide to share insider tips and capture great photos, you can experience Tokyo’s highlights efficiently and comfortably—making the most of your visit!","{""guidanceTypes"":[{""id"":null,""created"":[2025,5,24,11,8,19,415786989],""guidanceType"":""GUIDED"",""languages"":[""en""],""displayLanguages"":[]},{""id"":null,""created"":[2025,5,24,11,8,19,415792027],""guidanceType"":""READING_MATERIAL"",""languages"":[""en""],""displayLanguages"":[]}]}",35.6590579,139.7006293,150-0043,JP,https%3A%2F%2Fbokun.s3.amazonaws.com%2F3f8e58b8-7c78-42ed-8817-1a144717449e.jpg
1081724,Kyoto Early Bird English Tour: Gion & Higashiyama(Private opt),"Join us and experience Kyoto at its most peaceful, creating unforgettable memories before the city awakens!<br />Guided by a knowledgeable local, you’ll journey through two of Kyoto’s most iconic areas: Gion, the historic district famed as the home of the geisha, and Higashiyama, where charming streets lead to the breathtaking UNESCO World Heritage site of Kiyomizu-dera Temple.<br /><br />","{""guidanceTypes"":[{""id"":null,""created"":[2025,9,4,15,18,5,567400412],""guidanceType"":""GUIDED"",""languages"":[""en""],""displayLanguages"":[]},{""id"":null,""created"":[2025,9,4,15,18,5,567411730],""guidanceType"":""READING_MATERIAL"",""languages"":[""en""],""displayLanguages"":[]}]}",35.0041118,135.7719384,605-0076,JP,https%3A%2F%2Fbokun.s3.amazonaws.com%2F7d96ede2-0192-4d40-8427-91afb2d1099d.jpg
1108874,Kyoto Gion Night Tour: Discover Geisha District and Hidden Gems,"<p style=""font-size:14px;line-height:1.6;color:#57646f;margin-top:0.5em;margin-bottom:0.5em"">Experience the magic of Kyoto at night on our Gion Night Tour! Stroll through historic streets lit by traditional lanterns, discover hidden gems, and admire stunning night views. Immerse yourself in Japanese culture, encounter iconic temples, and maybe even spot a geisha or maiko. Perfect for travelers seeking an unforgettable Kyoto evening filled with history, culture, and scenic beauty!</p>","{""guidanceTypes"":[{""id"":null,""created"":[2025,11,1,15,57,32,185481358],""guidanceType"":""GUIDED"",""languages"":[""en""],""displayLanguages"":[]}]}",35.0041118,135.7719384,605-0076,JP,https%3A%2F%2Fbokun.s3.amazonaws.com%2F79a246cc-22e9-4b26-9de8-f2feddc44258.jpg
