"ID",Title,Description,Guidances,Latitude,Longitude,Postal code,Country code,images
859559,京都の着物職人が提供する『工房見学、金彩工芸体験』,"<p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em""><span style=""font-size:18px""><strong>染めから仕上げまでを単一工房で行う手描き打掛工房</strong></span></p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">専門の技術を持つ職人たちが分業で制作を担う着物。</p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">それぞれの分野の職人の手から手へと反物が渡り、行く先々で多彩な技術が重ねられることによって完成する、日本が世界に誇る伝統工芸品です。</p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">京都市右京区にある「三宅工芸」は、本来は分業で行われるこれらの作業を単一工房で行う、他に類を見ない手描き打掛工房。白生地を染めるところから装飾を施して反物になるまでの工程を、少数精鋭の職人の卓越した技術で行い、手描きの美しい打掛を仕上げます。</p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">そんな唯一無二の工房にて、工程の見学や『金彩工芸』の体験をしていただきます。</p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em""><br /></p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">体験は、下記の&#xff13;コースがあり、それぞれ開催している曜日と時間が決まっておりますので、</p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">コースを選択して日時をご確認いただいた上でお申し込みをお願いいたします。</p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">&#xff08;※一度のお申し込みで選べるのは、&#xff11;コース&#xff11;日程のみとなっております。&#xff09;</p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em""><br /></p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">A.『工房見学』　※毎週水曜・金曜　13時〜14時</p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">実際の作品や工房、着物づくりの工程を見ていていただける1時間のコース。</p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em""><br /></p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">B.『工房見学&#xff0b;金彩工芸体験』　※毎週月曜・木曜　10時〜12時</p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">実際の作品や工房、着物づくりの工程の見学に加えて、</p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">金粉などを用いて「はがきサイズの作品」を作り、お持ち帰りいただける2時間のコース。</p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em""><br /></p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">C.『工房見学&#xff0b;職人体験』　※毎週火曜・木曜　16時〜18時、毎週土曜　13時〜15時</p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">実際の作品や工房、着物づくりの工程の見学に加えて、</p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">シルク100%の着物生地を染めたり、日本の伝統的な模様である小紋の型置きや金箔貼りをしたり、着物づくりにおける下仕事から仕上げまでを実際に体験していただける2時間のコース。</p>","{""guidanceTypes"":[]}",35.00807272,135.7119488,616-8116,JP,http%3A%2F%2Fbokun.s3.amazonaws.com%2F5a992cec-0682-4880-9c9e-d3910d23105d.jpeg
