"ID",Title,Description,Guidances,Latitude,Longitude,Postal code,Country code,images
725397,大阪難波千日前の道具屋筋商店街で食品サンプル制作体験【即日持ち帰り】,"<p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em""><strong>本物そっくり&#xff01;世界にひとつ、自分だけの食品サンプルを作ろう&#xff01;</strong><br />大阪・なんばにある《デザインポケット大阪本店》では、見た目はまるで本物の料理&#xff01;そんな食品サンプル作りを毎日開催中です。</p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">3歳以上のお子さま&#xff08;保護者同伴&#xff09;から大人まで、ファミリーやカップル、海外からの観光客にも大人気&#xff01;<br />旅行の思い出づくりや自由研究にもぴったり。大阪観光の合間に、ちょっとユニークな体験をしませんか&#xff1f;</p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">実際の飲食店でも使われている素材を使い、職人気分で楽しめます。<br />作ったサンプルはそのまま持ち帰れるので、世界にひとつだけのお土産にも◎</p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">1名様からご予約OK&#xff01;ぜひお気軽にご参加ください&#xff01;</p>","{""guidanceTypes"":[]}",34.66453669,135.503399,542-0075,JP,http%3A%2F%2Fbokun.s3.amazonaws.com%2F358a5fad-8f82-48d6-a156-d88216d5b53d.jpeg
