"ID",Title,Description,Guidances,Latitude,Longitude,Postal code,Country code,images
1008965,金勝寺　苔フィールドワーク＆テラリウム制作,"<p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">https://www.tateba-ritto.com/moss-workshop/</p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">【苔のミクロの世界に触れるフィールドワーク】</p><p style=""font-size:14px;line-height:1.6;color:#57646f;margin-top:0.5em;margin-bottom:0.5em"">栗東市の自然豊かな金勝山エリアにある金勝寺で、苔テラリウム制作と併せて、苔案内人の横江幸嗣氏と一緒に、多種多様な苔を観察するフィールドワークを行います。ルーペとオリジナルの金勝寺苔ガイドマップを片手に、繊細で神秘的なミクロの世界をお楽しみいただけます。</p><p style=""font-size:14px;line-height:1.6;color:#57646f;margin-top:0.5em;margin-bottom:0.5em""><br /></p><p style=""font-size:14px;line-height:1.6;color:rgb( 87 , 100 , 111 );margin-top:0.5em;margin-bottom:0.5em"">【インテリアとして注目の苔テラリウム制作】</p><p style=""font-size:14px;line-height:1.6;color:#57646f;margin-top:0.5em;margin-bottom:0.5em"">グリーンインテリアのプロが厳選した特製キットで、苔テラリウムを制作していただけます。</p><p style=""font-size:14px;line-height:1.6;color:#57646f;margin-top:0.5em;margin-bottom:0.5em"">緑に囲まれた森林の中で自然の音を聞きながら、あなただけの苔庭の世界を創造しましょう。作った苔テラリウムはお持ち帰りいただき、自然とつながるネイチャーインテリアとしてお楽しみいただけます。(雨天時・秋開催&#xff1a;庫裡にて制作)</p>","{""guidanceTypes"":[]}",34.9551564,136.0350817,520-3003,JP,http%3A%2F%2Fbokun.s3.amazonaws.com%2F05b56698-2a6b-41f9-9e9e-9e5873cca6b5.jpeg
